Postcode,SOS_Code,SOS_Name,SOS_Category,Urban_Rural
5724,43,Rural Balance,3.0,Rural
5725,43,Rural Balance,3.0,Rural
5730,43,Rural Balance,3.0,Rural
5731,43,Rural Balance,3.0,Rural
5732,43,Rural Balance,3.0,Rural
5733,43,Rural Balance,3.0,Rural
5734,43,Rural Balance,3.0,Rural
5950,40,Major Urban,0.0,Urban
6000,50,Major Urban,0.0,Urban
6003,50,Major Urban,0.0,Urban
6004,50,Major Urban,0.0,Urban
6005,50,Major Urban,0.0,Urban
6006,50,Major Urban,0.0,Urban
6007,50,Major Urban,0.0,Urban
6008,50,Major Urban,0.0,Urban
6009,50,Major Urban,0.0,Urban
6010,50,Major Urban,0.0,Urban
6011,50,Major Urban,0.0,Urban
6012,50,Major Urban,0.0,Urban
6014,50,Major Urban,0.0,Urban
6015,50,Major Urban,0.0,Urban
6016,50,Major Urban,0.0,Urban
6017,50,Major Urban,0.0,Urban
6018,50,Major Urban,0.0,Urban
6019,50,Major Urban,0.0,Urban
6020,50,Major Urban,0.0,Urban
6021,50,Major Urban,0.0,Urban
6022,50,Major Urban,0.0,Urban
6023,50,Major Urban,0.0,Urban
6024,50,Major Urban,0.0,Urban
6025,50,Major Urban,0.0,Urban
6026,50,Major Urban,0.0,Urban
6027,50,Major Urban,0.0,Urban
6028,50,Major Urban,0.0,Urban
6029,50,Major Urban,0.0,Urban
6030,50,Major Urban,0.0,Urban
6031,50,Major Urban,0.0,Urban
6032,53,Rural Balance,3.0,Rural
6033,53,Rural Balance,3.0,Rural
6034,50,Major Urban,0.0,Urban
6035,53,Rural Balance,3.0,Rural
6036,50,Major Urban,0.0,Urban
6037,53,Rural Balance,3.0,Rural
6038,50,Major Urban,0.0,Urban
6041,53,Rural Balance,3.0,Rural
6042,53,Rural Balance,3.0,Rural
6043,53,Rural Balance,3.0,Rural
6044,53,Rural Balance,3.0,Rural
6050,50,Major Urban,0.0,Urban
6051,50,Major Urban,0.0,Urban
6052,50,Major Urban,0.0,Urban
6053,50,Major Urban,0.0,Urban
6054,50,Major Urban,0.0,Urban
6055,50,Major Urban,0.0,Urban
6056,53,Rural Balance,3.0,Rural
6057,50,Major Urban,0.0,Urban
6058,50,Major Urban,0.0,Urban
6059,50,Major Urban,0.0,Urban
6060,50,Major Urban,0.0,Urban
6061,50,Major Urban,0.0,Urban
6062,50,Major Urban,0.0,Urban
6063,50,Major Urban,0.0,Urban
6064,50,Major Urban,0.0,Urban
6065,50,Major Urban,0.0,Urban
6066,50,Major Urban,0.0,Urban
6067,53,Rural Balance,3.0,Rural
6068,53,Rural Balance,3.0,Rural
6069,50,Major Urban,0.0,Urban
6070,50,Major Urban,0.0,Urban
6071,53,Rural Balance,3.0,Rural
6072,53,Rural Balance,3.0,Rural
6073,50,Major Urban,0.0,Urban
6074,53,Rural Balance,3.0,Rural
6076,53,Rural Balance,3.0,Rural
6077,53,Rural Balance,3.0,Rural
6078,53,Rural Balance,3.0,Rural
6079,53,Rural Balance,3.0,Rural
6081,53,Rural Balance,3.0,Rural
6082,53,Rural Balance,3.0,Rural
6083,53,Rural Balance,3.0,Rural
6084,53,Rural Balance,3.0,Rural
6090,50,Major Urban,0.0,Urban
6100,50,Major Urban,0.0,Urban
6101,50,Major Urban,0.0,Urban
6102,50,Major Urban,0.0,Urban
6103,50,Major Urban,0.0,Urban
6104,50,Major Urban,0.0,Urban
6105,50,Major Urban,0.0,Urban
6106,50,Major Urban,0.0,Urban
6107,50,Major Urban,0.0,Urban
6108,50,Major Urban,0.0,Urban
6109,53,Rural Balance,3.0,Rural
6110,50,Major Urban,0.0,Urban
6111,53,Rural Balance,3.0,Rural
6112,50,Major Urban,0.0,Urban
6121,53,Rural Balance,3.0,Rural
6122,53,Rural Balance,3.0,Rural
6123,53,Rural Balance,3.0,Rural
6124,53,Rural Balance,3.0,Rural
6125,53,Rural Balance,3.0,Rural
6126,53,Rural Balance,3.0,Rural
6147,50,Major Urban,0.0,Urban
6148,50,Major Urban,0.0,Urban
6149,50,Major Urban,0.0,Urban
6150,50,Major Urban,0.0,Urban
6151,50,Major Urban,0.0,Urban
6152,50,Major Urban,0.0,Urban
6153,50,Major Urban,0.0,Urban
6154,50,Major Urban,0.0,Urban
6155,50,Major Urban,0.0,Urban
6156,50,Major Urban,0.0,Urban
6157,50,Major Urban,0.0,Urban
6158,50,Major Urban,0.0,Urban
6159,50,Major Urban,0.0,Urban
6160,50,Major Urban,0.0,Urban
6161,52,Bounded Locality,2.0,Rural
6162,50,Major Urban,0.0,Urban
6163,50,Major Urban,0.0,Urban
6164,50,Major Urban,0.0,Urban
6165,50,Major Urban,0.0,Urban
6166,50,Major Urban,0.0,Urban
6167,53,Rural Balance,3.0,Rural
6168,50,Major Urban,0.0,Urban
6169,50,Major Urban,0.0,Urban
6170,50,Major Urban,0.0,Urban
6171,53,Rural Balance,3.0,Rural
6172,50,Major Urban,0.0,Urban
6173,50,Major Urban,0.0,Urban
6174,50,Major Urban,0.0,Urban
6175,50,Major Urban,0.0,Urban
6176,53,Rural Balance,3.0,Rural
6180,53,Rural Balance,3.0,Rural
6181,53,Rural Balance,3.0,Rural
6182,53,Rural Balance,3.0,Rural
6207,53,Rural Balance,3.0,Rural
6208,53,Rural Balance,3.0,Rural
6209,50,Major Urban,0.0,Urban
6210,50,Major Urban,0.0,Urban
6211,53,Rural Balance,3.0,Rural
6213,53,Rural Balance,3.0,Rural
6214,53,Rural Balance,3.0,Rural
6215,53,Rural Balance,3.0,Rural
6218,53,Rural Balance,3.0,Rural
6219,53,Rural Balance,3.0,Rural
6220,53,Rural Balance,3.0,Rural
6221,53,Rural Balance,3.0,Rural
6223,53,Rural Balance,3.0,Rural
6224,53,Rural Balance,3.0,Rural
6225,53,Rural Balance,3.0,Rural
6226,53,Rural Balance,3.0,Rural
6227,53,Rural Balance,3.0,Rural
6228,53,Rural Balance,3.0,Rural
6229,51,Other Urban,1.0,Urban
6230,53,Rural Balance,3.0,Rural
6232,51,Other Urban,1.0,Urban
6233,53,Rural Balance,3.0,Rural
6236,53,Rural Balance,3.0,Rural
6237,53,Rural Balance,3.0,Rural
6239,53,Rural Balance,3.0,Rural
6240,53,Rural Balance,3.0,Rural
6243,53,Rural Balance,3.0,Rural
6244,53,Rural Balance,3.0,Rural
6251,53,Rural Balance,3.0,Rural
6252,53,Rural Balance,3.0,Rural
6253,53,Rural Balance,3.0,Rural
6254,53,Rural Balance,3.0,Rural
6255,53,Rural Balance,3.0,Rural
6256,53,Rural Balance,3.0,Rural
6258,53,Rural Balance,3.0,Rural
6260,53,Rural Balance,3.0,Rural
6262,53,Rural Balance,3.0,Rural
6271,53,Rural Balance,3.0,Rural
6275,53,Rural Balance,3.0,Rural
6280,53,Rural Balance,3.0,Rural
6281,53,Rural Balance,3.0,Rural
6282,53,Rural Balance,3.0,Rural
6284,53,Rural Balance,3.0,Rural
6285,53,Rural Balance,3.0,Rural
6286,53,Rural Balance,3.0,Rural
6288,53,Rural Balance,3.0,Rural
6290,53,Rural Balance,3.0,Rural
6302,53,Rural Balance,3.0,Rural
6304,53,Rural Balance,3.0,Rural
6306,53,Rural Balance,3.0,Rural
6308,53,Rural Balance,3.0,Rural
6309,53,Rural Balance,3.0,Rural
6311,53,Rural Balance,3.0,Rural
6312,53,Rural Balance,3.0,Rural
6313,53,Rural Balance,3.0,Rural
6315,53,Rural Balance,3.0,Rural
6316,53,Rural Balance,3.0,Rural
6317,53,Rural Balance,3.0,Rural
6318,53,Rural Balance,3.0,Rural
6320,53,Rural Balance,3.0,Rural
6321,53,Rural Balance,3.0,Rural
6322,53,Rural Balance,3.0,Rural
6323,53,Rural Balance,3.0,Rural
6324,53,Rural Balance,3.0,Rural
6326,53,Rural Balance,3.0,Rural
6327,53,Rural Balance,3.0,Rural
6328,53,Rural Balance,3.0,Rural
6330,53,Rural Balance,3.0,Rural
6333,53,Rural Balance,3.0,Rural
6335,53,Rural Balance,3.0,Rural
6336,53,Rural Balance,3.0,Rural
6337,53,Rural Balance,3.0,Rural
6338,53,Rural Balance,3.0,Rural
6341,53,Rural Balance,3.0,Rural
6343,53,Rural Balance,3.0,Rural
6346,53,Rural Balance,3.0,Rural
6348,53,Rural Balance,3.0,Rural
6350,53,Rural Balance,3.0,Rural
6351,53,Rural Balance,3.0,Rural
6352,53,Rural Balance,3.0,Rural
6353,53,Rural Balance,3.0,Rural
6355,53,Rural Balance,3.0,Rural
6356,53,Rural Balance,3.0,Rural
6357,53,Rural Balance,3.0,Rural
6358,53,Rural Balance,3.0,Rural
6359,53,Rural Balance,3.0,Rural
6361,53,Rural Balance,3.0,Rural
6363,53,Rural Balance,3.0,Rural
6365,53,Rural Balance,3.0,Rural
6367,53,Rural Balance,3.0,Rural
6368,53,Rural Balance,3.0,Rural
6369,53,Rural Balance,3.0,Rural
6370,53,Rural Balance,3.0,Rural
6372,53,Rural Balance,3.0,Rural
6373,53,Rural Balance,3.0,Rural
6375,53,Rural Balance,3.0,Rural
6383,52,Bounded Locality,2.0,Rural
6384,53,Rural Balance,3.0,Rural
6385,53,Rural Balance,3.0,Rural
6386,53,Rural Balance,3.0,Rural
6390,53,Rural Balance,3.0,Rural
6391,53,Rural Balance,3.0,Rural
6392,53,Rural Balance,3.0,Rural
6393,53,Rural Balance,3.0,Rural
6394,53,Rural Balance,3.0,Rural
6395,53,Rural Balance,3.0,Rural
6396,53,Rural Balance,3.0,Rural
6397,53,Rural Balance,3.0,Rural
6398,53,Rural Balance,3.0,Rural
6401,53,Rural Balance,3.0,Rural
6403,53,Rural Balance,3.0,Rural
6405,53,Rural Balance,3.0,Rural
6407,53,Rural Balance,3.0,Rural
6409,53,Rural Balance,3.0,Rural
6410,53,Rural Balance,3.0,Rural
6411,53,Rural Balance,3.0,Rural
6412,53,Rural Balance,3.0,Rural
6413,53,Rural Balance,3.0,Rural
6414,53,Rural Balance,3.0,Rural
6415,53,Rural Balance,3.0,Rural
6418,53,Rural Balance,3.0,Rural
6419,53,Rural Balance,3.0,Rural
6420,53,Rural Balance,3.0,Rural
6421,53,Rural Balance,3.0,Rural
6422,53,Rural Balance,3.0,Rural
6423,53,Rural Balance,3.0,Rural
6424,53,Rural Balance,3.0,Rural
6425,53,Rural Balance,3.0,Rural
6426,53,Rural Balance,3.0,Rural
6427,53,Rural Balance,3.0,Rural
6428,53,Rural Balance,3.0,Rural
6429,53,Rural Balance,3.0,Rural
6430,51,Other Urban,1.0,Urban
6431,53,Rural Balance,3.0,Rural
6432,53,Rural Balance,3.0,Rural
6434,53,Rural Balance,3.0,Rural
6436,53,Rural Balance,3.0,Rural
6437,53,Rural Balance,3.0,Rural
6438,53,Rural Balance,3.0,Rural
6440,53,Rural Balance,3.0,Rural
6442,52,Bounded Locality,2.0,Rural
6443,53,Rural Balance,3.0,Rural
6445,53,Rural Balance,3.0,Rural
6446,53,Rural Balance,3.0,Rural
6447,53,Rural Balance,3.0,Rural
6448,53,Rural Balance,3.0,Rural
6450,53,Rural Balance,3.0,Rural
6452,53,Rural Balance,3.0,Rural
6460,53,Rural Balance,3.0,Rural
6461,53,Rural Balance,3.0,Rural
6462,53,Rural Balance,3.0,Rural
6463,53,Rural Balance,3.0,Rural
6465,53,Rural Balance,3.0,Rural
6466,53,Rural Balance,3.0,Rural
6467,53,Rural Balance,3.0,Rural
6468,53,Rural Balance,3.0,Rural
6470,53,Rural Balance,3.0,Rural
6472,53,Rural Balance,3.0,Rural
6473,53,Rural Balance,3.0,Rural
6475,53,Rural Balance,3.0,Rural
6476,53,Rural Balance,3.0,Rural
6477,53,Rural Balance,3.0,Rural
6479,53,Rural Balance,3.0,Rural
6480,53,Rural Balance,3.0,Rural
6484,53,Rural Balance,3.0,Rural
6485,53,Rural Balance,3.0,Rural
6487,53,Rural Balance,3.0,Rural
6488,53,Rural Balance,3.0,Rural
6489,53,Rural Balance,3.0,Rural
6490,53,Rural Balance,3.0,Rural
6501,53,Rural Balance,3.0,Rural
6502,53,Rural Balance,3.0,Rural
6503,53,Rural Balance,3.0,Rural
6504,53,Rural Balance,3.0,Rural
6505,53,Rural Balance,3.0,Rural
6506,53,Rural Balance,3.0,Rural
6507,53,Rural Balance,3.0,Rural
6509,53,Rural Balance,3.0,Rural
6510,53,Rural Balance,3.0,Rural
6511,52,Bounded Locality,2.0,Rural
6512,53,Rural Balance,3.0,Rural
6513,53,Rural Balance,3.0,Rural
6514,53,Rural Balance,3.0,Rural
6515,53,Rural Balance,3.0,Rural
6516,53,Rural Balance,3.0,Rural
6517,53,Rural Balance,3.0,Rural
6518,53,Rural Balance,3.0,Rural
6519,53,Rural Balance,3.0,Rural
6521,53,Rural Balance,3.0,Rural
6522,53,Rural Balance,3.0,Rural
6525,53,Rural Balance,3.0,Rural
6528,53,Rural Balance,3.0,Rural
6530,53,Rural Balance,3.0,Rural
6532,53,Rural Balance,3.0,Rural
6535,53,Rural Balance,3.0,Rural
6536,53,Rural Balance,3.0,Rural
6537,53,Rural Balance,3.0,Rural
6556,53,Rural Balance,3.0,Rural
6558,52,Bounded Locality,2.0,Rural
6560,53,Rural Balance,3.0,Rural
6562,53,Rural Balance,3.0,Rural
6564,53,Rural Balance,3.0,Rural
6566,53,Rural Balance,3.0,Rural
6567,53,Rural Balance,3.0,Rural
6568,53,Rural Balance,3.0,Rural
6569,53,Rural Balance,3.0,Rural
6571,53,Rural Balance,3.0,Rural
6572,53,Rural Balance,3.0,Rural
6574,53,Rural Balance,3.0,Rural
6575,53,Rural Balance,3.0,Rural
6603,52,Bounded Locality,2.0,Rural
6605,53,Rural Balance,3.0,Rural
6606,53,Rural Balance,3.0,Rural
6608,53,Rural Balance,3.0,Rural
6609,53,Rural Balance,3.0,Rural
6612,53,Rural Balance,3.0,Rural
6613,53,Rural Balance,3.0,Rural
6614,53,Rural Balance,3.0,Rural
6616,53,Rural Balance,3.0,Rural
6620,53,Rural Balance,3.0,Rural
6623,53,Rural Balance,3.0,Rural
6625,53,Rural Balance,3.0,Rural
6627,53,Rural Balance,3.0,Rural
6628,53,Rural Balance,3.0,Rural
6630,53,Rural Balance,3.0,Rural
6631,53,Rural Balance,3.0,Rural
6632,53,Rural Balance,3.0,Rural
6635,53,Rural Balance,3.0,Rural
6638,53,Rural Balance,3.0,Rural
6639,53,Rural Balance,3.0,Rural
6640,53,Rural Balance,3.0,Rural
6642,53,Rural Balance,3.0,Rural
6646,53,Rural Balance,3.0,Rural
6701,53,Rural Balance,3.0,Rural
6705,53,Rural Balance,3.0,Rural
6707,53,Rural Balance,3.0,Rural
6710,53,Rural Balance,3.0,Rural
6712,53,Rural Balance,3.0,Rural
6713,53,Rural Balance,3.0,Rural
6714,53,Rural Balance,3.0,Rural
6716,53,Rural Balance,3.0,Rural
6718,53,Rural Balance,3.0,Rural
6720,53,Rural Balance,3.0,Rural
6721,53,Rural Balance,3.0,Rural
6722,53,Rural Balance,3.0,Rural
6725,53,Rural Balance,3.0,Rural
6726,51,Other Urban,1.0,Urban
6728,53,Rural Balance,3.0,Rural
6740,53,Rural Balance,3.0,Rural
6743,53,Rural Balance,3.0,Rural
6751,53,Rural Balance,3.0,Rural
6753,53,Rural Balance,3.0,Rural
6754,53,Rural Balance,3.0,Rural
6758,53,Rural Balance,3.0,Rural
6760,53,Rural Balance,3.0,Rural
6762,53,Rural Balance,3.0,Rural
6765,53,Rural Balance,3.0,Rural
6770,53,Rural Balance,3.0,Rural
6798,93,Rural Balance,3.0,Rural
6799,53,Rural Balance,3.0,Rural
7000,60,Major Urban,0.0,Urban
7004,60,Major Urban,0.0,Urban
7005,60,Major Urban,0.0,Urban
7007,60,Major Urban,0.0,Urban
7008,60,Major Urban,0.0,Urban
7009,60,Major Urban,0.0,Urban
7010,60,Major Urban,0.0,Urban
7011,60,Major Urban,0.0,Urban
7012,63,Rural Balance,3.0,Rural
7015,60,Major Urban,0.0,Urban
7016,63,Rural Balance,3.0,Rural
7017,63,Rural Balance,3.0,Rural
7018,60,Major Urban,0.0,Urban
7019,60,Major Urban,0.0,Urban
7020,63,Rural Balance,3.0,Rural
7021,60,Major Urban,0.0,Urban
7022,63,Rural Balance,3.0,Rural
7023,62,Bounded Locality,2.0,Rural
7024,63,Rural Balance,3.0,Rural
7025,63,Rural Balance,3.0,Rural
7026,63,Rural Balance,3.0,Rural
7027,63,Rural Balance,3.0,Rural
7030,63,Rural Balance,3.0,Rural
7050,63,Rural Balance,3.0,Rural
7052,60,Major Urban,0.0,Urban
7053,60,Major Urban,0.0,Urban
7054,63,Rural Balance,3.0,Rural
7055,63,Rural Balance,3.0,Rural
7109,62,Bounded Locality,2.0,Rural
7112,63,Rural Balance,3.0,Rural
7113,63,Rural Balance,3.0,Rural
7116,63,Rural Balance,3.0,Rural
7117,63,Rural Balance,3.0,Rural
7119,63,Rural Balance,3.0,Rural
7120,63,Rural Balance,3.0,Rural
7139,63,Rural Balance,3.0,Rural
7140,63,Rural Balance,3.0,Rural
7150,63,Rural Balance,3.0,Rural
7155,62,Bounded Locality,2.0,Rural
7162,63,Rural Balance,3.0,Rural
7163,63,Rural Balance,3.0,Rural
7170,60,Major Urban,0.0,Urban
7171,63,Rural Balance,3.0,Rural
7172,63,Rural Balance,3.0,Rural
7173,63,Rural Balance,3.0,Rural
7174,63,Rural Balance,3.0,Rural
7175,63,Rural Balance,3.0,Rural
7176,63,Rural Balance,3.0,Rural
7177,63,Rural Balance,3.0,Rural
7178,63,Rural Balance,3.0,Rural
7179,63,Rural Balance,3.0,Rural
7180,63,Rural Balance,3.0,Rural
7182,63,Rural Balance,3.0,Rural
7183,63,Rural Balance,3.0,Rural
7184,63,Rural Balance,3.0,Rural
7185,63,Rural Balance,3.0,Rural
7186,63,Rural Balance,3.0,Rural
7187,63,Rural Balance,3.0,Rural
7190,63,Rural Balance,3.0,Rural
7209,63,Rural Balance,3.0,Rural
7210,63,Rural Balance,3.0,Rural
7211,63,Rural Balance,3.0,Rural
7212,63,Rural Balance,3.0,Rural
7213,63,Rural Balance,3.0,Rural
7214,63,Rural Balance,3.0,Rural
7215,63,Rural Balance,3.0,Rural
7216,63,Rural Balance,3.0,Rural
7248,61,Other Urban,1.0,Urban
7249,61,Other Urban,1.0,Urban
7250,61,Other Urban,1.0,Urban
7252,63,Rural Balance,3.0,Rural
7253,63,Rural Balance,3.0,Rural
7254,63,Rural Balance,3.0,Rural
7255,63,Rural Balance,3.0,Rural
7256,63,Rural Balance,3.0,Rural
7257,63,Rural Balance,3.0,Rural
7258,63,Rural Balance,3.0,Rural
7259,63,Rural Balance,3.0,Rural
7260,61,Other Urban,1.0,Urban
7261,63,Rural Balance,3.0,Rural
7262,63,Rural Balance,3.0,Rural
7263,63,Rural Balance,3.0,Rural
7264,63,Rural Balance,3.0,Rural
7265,63,Rural Balance,3.0,Rural
7267,63,Rural Balance,3.0,Rural
7268,63,Rural Balance,3.0,Rural
7270,63,Rural Balance,3.0,Rural
7275,63,Rural Balance,3.0,Rural
7276,62,Bounded Locality,2.0,Rural
7277,63,Rural Balance,3.0,Rural
7290,63,Rural Balance,3.0,Rural
7291,63,Rural Balance,3.0,Rural
7292,63,Rural Balance,3.0,Rural
7300,63,Rural Balance,3.0,Rural
7301,63,Rural Balance,3.0,Rural
7302,63,Rural Balance,3.0,Rural
7303,61,Other Urban,1.0,Urban
7304,63,Rural Balance,3.0,Rural
7305,63,Rural Balance,3.0,Rural
7306,63,Rural Balance,3.0,Rural
7307,63,Rural Balance,3.0,Rural
7310,63,Rural Balance,3.0,Rural
7315,63,Rural Balance,3.0,Rural
7316,63,Rural Balance,3.0,Rural
7320,61,Other Urban,1.0,Urban
7321,63,Rural Balance,3.0,Rural
7322,63,Rural Balance,3.0,Rural
7325,63,Rural Balance,3.0,Rural
7330,63,Rural Balance,3.0,Rural
7331,63,Rural Balance,3.0,Rural
7466,63,Rural Balance,3.0,Rural
7467,63,Rural Balance,3.0,Rural
7468,63,Rural Balance,3.0,Rural
7469,63,Rural Balance,3.0,Rural
7470,63,Rural Balance,3.0,Rural
9494,999,Unknown,999.0,Unknown
9797,999,Unknown,999.0,Unknown
ZZZZ,999,Unknown,999.0,Unknown
